Gene_acc,Gene_id,WT1,WT2,WT3,Plus1,Plus2,Plus3,Desc
1919,Tb927.11.13120,29723.0,34060.0,29441.0,32624.0,31644.0,31464.0,"PUB domain containing protein, putative"
1920,Tb927.10.8330,205290.0,235510.0,208050.0,214320.0,210650.0,214050.0,"S. cerevisiae PSP1 homologue, putative"
1921,Tb927.11.5070,43102.0,48700.0,45107.0,55779.0,56676.0,57974.0,"GPI ethanolamine phosphate transferase 3, putative"
1922,Tb927.11.11860,148390.0,172500.0,154470.0,155830.0,150350.0,160060.0,"leucine-rich repeat protein (LRRP), putative"
1923,Tb927.6.3300,18542.0,20270.0,18156.0,22887.0,22948.0,22063.0,GPI alpha-mannosyltransferase I
1924,Tb927.11.7650,6227.4,7155.7,5700.8,6216.9,7323.6,7303.1,hypothetical protein
1925,Tb927.9.15290,304500.0,348890.0,321780.0,513210.0,503390.0,507370.0,"CHAT domain containing protein, putative"
1926,Tb927.2.3800,338050.0,377900.0,365390.0,420160.0,422140.0,429590.0,guide RNA associated protein 1
1927,Tb927.11.7930,51219.0,60752.0,50030.0,63190.0,64110.0,60852.0,"RNA polymerase B subunit RPB8, putative"
1928,Tb927.9.2600,163110.0,188990.0,173240.0,168080.0,172940.0,173270.0,"hypothetical protein, conserved"
1929,Tb927.10.8440,1050500.0,1221100.0,1074700.0,510340.0,485260.0,497170.0,glucose transporter 1B
1930,Tb927.10.2440,549570.0,586390.0,556440.0,852770.0,834110.0,838450.0,Metacaspase-4
1931,Tb927.10.5580,81806.0,89752.0,83791.0,71731.0,69558.0,69642.0,"hypothetical protein, conserved"
1932,Tb927.11.7840,1276200.0,1445300.0,1342100.0,1444900.0,1432300.0,1397700.0,ribonucleoside-diphosphate reductase large chain
1933,Tb927.7.3380,84394.0,87858.0,86963.0,110800.0,105930.0,108270.0,"Ribosomal L28e protein family/Mak16 protein C-terminal region, putative"
1934,Tb927.5.4340,56025.0,63158.0,55213.0,57373.0,52977.0,54700.0,"basal body component, putative"
1935,Tb927.5.860,78379.0,93112.0,98008.0,93267.0,93929.0,102370.0,"Selenoprotein T, putative"
1936,Tb927.9.12300,233910.0,276440.0,252560.0,349790.0,356050.0,354820.0,"replication factor C, subunit 3, putative"
1937,Tb927.6.600,255310.0,284760.0,261570.0,284870.0,288090.0,290550.0,ccr4-not transcription complex subunit
1938,Tb927.5.1690,262010.0,303020.0,276370.0,325240.0,308510.0,318160.0,"hypothetical protein, conserved"
1939,Tb927.10.9560,159420.0,181840.0,168480.0,163610.0,168900.0,161790.0,"oxidoreductase, putative"
1940,Tb927.10.7190,24896.0,28602.0,25878.0,26327.0,27523.0,25694.0,"D-tyrosyl-tRNA deacylase, putative"
1941,Tb927.11.11720,215360.0,241580.0,225830.0,256820.0,244410.0,247760.0,"FG-GAP repeat protein, putative"
1942,Tb927.10.14930,265930.0,293110.0,283110.0,360840.0,365530.0,359940.0,Zinc finger CCCH domain-containing protein 39
1943,Tb927.4.1680,342980.0,406560.0,374680.0,395170.0,378530.0,393360.0,"ZFP family member, putative"
1944,Tb927.10.11030,49847.0,57158.0,53719.0,67273.0,65453.0,74419.0,Archaic translocase of outer membrane 11 kDa subunit
1945,Tb927.3.3680,40633.0,47877.0,44415.0,52463.0,49390.0,52887.0,"hypothetical protein, conserved"
1946,Tb927.9.11750,20799.0,24161.0,21591.0,25292.0,27525.0,26940.0,"methyltransferase domain containing protein, putative"
1947,Tb927.10.11310,443190.0,491160.0,456370.0,467020.0,450040.0,442580.0,intraflagellar transport protein 57/55
1948,Tb927.7.1440,270480.0,307300.0,286860.0,280440.0,282830.0,286600.0,non-canonical poly (A) polymerase
1949,Tb927.8.6060,994190.0,1122800.0,1006900.0,837260.0,815480.0,831150.0,2-amino-3-ketobutyrate coenzyme A ligase
1950,Tb927.5.1100,179410.0,204550.0,190700.0,266050.0,269070.0,259920.0,peroxisome targeting signal 1 receptor
1951,Tb927.4.4350,97859.0,116130.0,97489.0,131580.0,128500.0,128990.0,"emp24/gp25L/p24 family/GOLD, putative"
1952,Tb927.11.6430,397860.0,458100.0,425210.0,610870.0,600010.0,612870.0,"hypothetical protein, conserved"
1953,Tb927.11.9400,1514100.0,1752800.0,1524000.0,1725300.0,1669800.0,1680300.0,"hypothetical protein, conserved"
1954,Tb927.5.2960,147490.0,165560.0,147600.0,157370.0,162040.0,159790.0,"phosphoribosylpyrophosphate synthetase, putative"
1955,Tb927.11.2110,173550.0,204680.0,184890.0,244380.0,233060.0,241350.0,"Snf7, putative"
1956,Tb927.6.4740,390840.0,438830.0,402450.0,456240.0,441710.0,461010.0,"importin-alpha re-exporter protein, putative"
1957,Tb927.3.1170,234680.0,261990.0,246010.0,259570.0,261330.0,251280.0,"TAP42-like family, putative"
1958,Tb927.9.13300,82620.0,94164.0,88667.0,94357.0,94766.0,93958.0,"Ring finger domain containing protein, putative"
1959,Tb927.10.14340,367200.0,414400.0,395930.0,567380.0,563500.0,559030.0,"hypothetical protein, conserved"
1960,Tb927.10.1130,283200.0,326480.0,296900.0,360590.0,365210.0,358620.0,"dynein arm light chain, axonemal, putative"
1961,Tb927.11.14960,559530.0,619110.0,566800.0,676010.0,655670.0,680160.0,"pumilio/PUF RNA binding protein 7, putative"
1962,Tb927.10.5840,991960.0,1122700.0,1052000.0,1099900.0,1115500.0,1100500.0,"translation elongation factor 1-beta, putative"
1963,Tb927.10.3810,94159.0,110750.0,103130.0,143890.0,142810.0,142570.0,Nucleoporin NUP65
1964,Tb927.10.14950,306960.0,346300.0,320880.0,390500.0,392220.0,384740.0,Zinc finger CCCH domain-containing protein 40
1965,Tb427.BES15.12,158230.0,181700.0,163440.0,72405.0,62353.0,66270.0,none
1966,Tb927.11.8050,428140.0,608930.0,455310.0,655500.0,626420.0,629550.0,"Sas10/Utp3/C1D family/Sas10 C-terminal domain containing protein, putative"
1967,Tb927.10.9760,74955.0,78827.0,76464.0,93410.0,91308.0,87788.0,alternative oxidase
1968,Tb11.v5.0326,100370.0,119600.0,106800.0,106510.0,106870.0,105660.0,"retrotransposon hot spot (RHS) protein, putative"
1969,Tb927.11.11520,922810.0,1057600.0,973720.0,871670.0,842590.0,850350.0,glycosomal membrane protein
1970,Tb927.10.10350,171010.0,191330.0,213160.0,191430.0,188840.0,192090.0,"STE/STE11 serine/threonine-protein kinase, putative"
1971,Tb927.7.4870,203920.0,232600.0,215480.0,224270.0,224500.0,228370.0,"hypothetical protein, conserved"
1972,Tb927.8.5530,104580.0,117480.0,111580.0,125450.0,122760.0,126660.0,"COP9 signalosome complex subunit 5, putative"
1973,Tb927.8.1440,164700.0,185450.0,176450.0,195910.0,198040.0,191900.0,"maoC-like dehydratase, putative"
1974,Tb927.1.4720,124040.0,142740.0,131480.0,142040.0,139800.0,143240.0,"SET domain containing protein, putative"
1975,Tb927.11.4350,175400.0,196470.0,181200.0,198320.0,202020.0,200840.0,SUMO-interacting motif-containing protein
1976,Tb927.8.3100,433110.0,478830.0,449330.0,513220.0,496670.0,493850.0,"coronin, putative"
1977,Tb927.1.3000,208900.0,236620.0,212590.0,277270.0,281490.0,274930.0,"amidohydrolase, putative"
1978,Tb927.6.2850,156630.0,187390.0,166060.0,182730.0,176000.0,174800.0,"ESAG8-associated protein, putative"
1979,Tb927.9.12340,173130.0,189670.0,186070.0,195340.0,191490.0,193520.0,"hypothetical protein, conserved"
1980,Tb927.10.15520,840130.0,932490.0,855900.0,988270.0,997100.0,964490.0,"signal recognition particle protein, putative"
1981,Tb927.6.1460,201550.0,218340.0,213470.0,190640.0,200110.0,193590.0,cyclin 3
1982,Tb927.1.3800,93772.0,115330.0,104260.0,119520.0,116730.0,118400.0,Present in the outer mitochondrial membrane proteome 18
1983,Tb927.11.7520,149890.0,160930.0,157200.0,201990.0,199630.0,200350.0,"hypothetical protein, conserved"
1984,Tb927.10.14150,1863100.0,2162600.0,1933900.0,2294500.0,2190600.0,2222300.0,EnigmRBP1
1985,Tb927.9.13610,754740.0,864970.0,811070.0,966920.0,1001400.0,975200.0,"helicase, putative"
1986,Tb927.10.9660,168970.0,195540.0,176210.0,207250.0,209260.0,206860.0,"Splicing factor CRN, putative"
1987,Tb927.10.940,83058.0,91568.0,84190.0,93618.0,97392.0,93620.0,"hypothetical protein, conserved"
1988,Tb927.10.4580,130830.0,154490.0,136300.0,135540.0,135930.0,147370.0,"hypothetical protein, conserved"
1989,Tb927.10.9500,139720.0,158900.0,147400.0,150880.0,140800.0,141990.0,"expression site-associated gene 3 (ESAG3) protein, putative"
1990,Tb927.8.1210,427960.0,492440.0,451740.0,479020.0,466190.0,474460.0,"hypothetical protein, conserved"
1991,Tb927.10.2640,1879400.0,2144000.0,1953500.0,2000700.0,1958800.0,1947800.0,intraflagellar transport protein 81
1992,Tb927.11.16770,317920.0,357530.0,334760.0,336390.0,330660.0,333510.0,"glucosamine-6-phosphate isomerase, putative"
1993,Tb927.8.6910,179210.0,194470.0,180340.0,179380.0,182890.0,178100.0,"cyclophilin, putative"
1994,Tb927.8.2850,198380.0,225590.0,212680.0,198100.0,202470.0,195720.0,Poly(A)-specific ribonuclease PARN-1
1995,Tb927.7.4180,448950.0,489850.0,458400.0,524800.0,538880.0,529490.0,Fatty acid elongase
1996,Tb927.10.16020,49227.0,57808.0,56928.0,65109.0,63820.0,65253.0,"pre-RNA processing PIH1/Nop17, putative"
1997,Tb11.01.6240,28965.0,33879.0,30173.0,34059.0,34790.0,35571.0,"expression site-associated gene 2 (ESAG2) protein, putative"
1998,Tb927.1.4480,134700.0,147270.0,142290.0,153220.0,156340.0,150660.0,"WD repeat and HMG-box DNA-binding protein, putative"
1999,Tb927.10.5870,250400.0,279540.0,261290.0,322650.0,297570.0,320290.0,Flagellum attachment zone protein 25
2000,Tb927.7.4690,60763.0,66694.0,66233.0,85257.0,80834.0,81083.0,hypothetical protein
2001,Tb927.8.5660,108460.0,126710.0,107660.0,134270.0,133590.0,134120.0,"hypothetical protein, conserved"
2002,Tb927.11.16600,41791.0,49217.0,46194.0,51350.0,53018.0,64506.0,exosome-associated protein 2
2003,Tb927.1.1130,72185.0,85339.0,77228.0,89828.0,91720.0,91726.0,"glycerol-3-phosphate dehydrogenase (FAD-dependent), putative"
2004,Tb927.10.14160,200850.0,221350.0,208110.0,231140.0,231960.0,228220.0,Aquaglyceroporin 3
2005,Tb927.11.5870,77615.0,88507.0,83866.0,104380.0,113520.0,111170.0,"hypothetical protein, conserved"
2006,Tb927.6.2420,238500.0,280760.0,254400.0,330930.0,312420.0,317870.0,p22 protein precursor
2007,Tb927.3.2420,269290.0,284570.0,278610.0,304480.0,305870.0,296540.0,"Microsomal signal peptidase 12 kDa subunit (SPC12), putative"
2008,Tb927.3.4060,107930.0,117620.0,115500.0,116770.0,117000.0,111780.0,asparagine synthetase domain-containing protein 1
2009,Tb927.11.16080,356290.0,395560.0,373270.0,417940.0,417790.0,411150.0,"Soluble NSF attachment protein, SNAP, putative"
2010,Tb927.9.9120,156340.0,178610.0,164740.0,160400.0,162920.0,159210.0,"tRNA (guanine-N(7)-)-methyltransferase, putative"
2011,Tb927.7.2710,306610.0,334140.0,315870.0,348130.0,347630.0,340440.0,"NADH-cytochrome b5 reductase, putative"
2012,Tb927.9.13310,50468.0,54610.0,52822.0,62150.0,63108.0,64991.0,"Yos1-like, putative"
2013,Tb927.11.11940,114350.0,128480.0,116670.0,125220.0,126660.0,135260.0,"protein phosphatase 2A, putative"
2014,Tb927.7.6290,625590.0,706730.0,644410.0,674200.0,690640.0,678100.0,"kinesin, putative"
2015,Tb927.9.15450,111300.0,122020.0,113940.0,128540.0,126460.0,128400.0,"Domain of unknown function (DUF4205), putative"
2016,Tb927.7.570,471170.0,534390.0,473580.0,486840.0,505600.0,476470.0,"prefoldin, putative"
2017,Tb927.2.4870,152350.0,176220.0,163190.0,185360.0,185790.0,186930.0,"kinetoplastid-specific dual specificity phosphatase, putative"
2018,Tb927.9.8880,1781400.0,2085100.0,1876400.0,2094400.0,2114900.0,2115500.0,actin B
2019,Tb927.3.1810,152810.0,171960.0,166670.0,225030.0,229790.0,220440.0,"hypothetical protein, conserved"
2020,Tb927.6.3540,87941.0,103740.0,95836.0,116760.0,113560.0,116000.0,"zinc-finger protein, conserved"
2021,Tb927.11.4480,548160.0,614620.0,548010.0,668360.0,635600.0,639610.0,Flagellar radial spoke protein 4/6
2022,Tb927.1.1420,223970.0,263200.0,246080.0,276040.0,279780.0,282610.0,"conserved protein, unknown function"
2023,Tb927.3.880,95962.0,109830.0,103160.0,113350.0,108690.0,113660.0,"Ankyrin repeats (3 copies), putative"
2024,Tb927.11.5440,1155200.0,1315900.0,1159100.0,1237400.0,1174200.0,1154500.0,"NADP-dependent malic enzyme, cytosolic"
2025,Tb927.10.4000,201430.0,226570.0,214670.0,320320.0,316520.0,315830.0,"methylglutaconyl-CoA hydratase, mitochondrial precursor, putative"
2026,Tb927.3.1770,365140.0,393940.0,366910.0,397980.0,391500.0,391870.0,"leucine-rich repeat protein (LRRP), putative"
2027,Tb927.3.3720,66160.0,74386.0,68109.0,74558.0,67347.0,71662.0,"Golgi vesicular membrane trafficking protein, putative"
2028,Tb927.10.1060,2038100.0,2308200.0,2105800.0,2227400.0,2254800.0,2205800.0,"T-complex protein 1, delta subunit, putative"
2029,Tb927.9.6350,424170.0,479170.0,435750.0,494090.0,480050.0,475940.0,"inositol-1(or 4)-monophosphatase, putative"
2030,Tb927.7.5810,12388.0,12636.0,12084.0,12938.0,13285.0,13618.0,"Protein of unknown function (DUF1637), putative"
2031,Tb927.10.7830,34248.0,32893.0,34759.0,46968.0,46697.0,49278.0,"hypothetical protein, conserved"
2032,Tb927.11.16720,87268.0,100620.0,95211.0,126310.0,128840.0,123540.0,mitotic cyclin 6
2033,Tb927.11.3940,70184.0,85620.0,80890.0,93762.0,96483.0,95276.0,"hypothetical protein, conserved"
2034,Tb927.11.15150,636900.0,716320.0,647630.0,590260.0,579920.0,591150.0,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative"
2035,Tb927.10.7390,80630.0,89274.0,84974.0,95442.0,95462.0,89432.0,"PHF5-like protein, putative"
2036,Tb927.11.10270,145540.0,158350.0,148200.0,191750.0,185540.0,188150.0,"Golgi SNAP receptor complex member 1, putative"
2037,Tb927.11.16410,92061.0,94402.0,87649.0,115810.0,111600.0,108950.0,"enolase, putative"
2038,Tb927.5.2590,121720.0,140280.0,121460.0,133720.0,126320.0,123720.0,"Macro domain containing protein, putative"
2039,Tb927.4.1140,221720.0,254670.0,229430.0,224630.0,223770.0,233450.0,"phosphatidylinositol 4-kinase, putative"
2040,Tb927.11.9060,65949.0,73496.0,73847.0,72162.0,74028.0,73231.0,"DnaJ domain containing protein, putative"
2041,Tb927.8.900,299300.0,336860.0,307360.0,336930.0,322870.0,337030.0,splicing factor TSR1
2042,Tb927.10.2000,148260.0,163700.0,151130.0,146600.0,144670.0,151040.0,"actin-like protein, putative"
2043,Tb927.10.5980,150800.0,172950.0,155490.0,154460.0,153570.0,151380.0,"leucine-rich repeat protein (LRRP), putative"
2044,Tb927.2.5250,54237.0,60023.0,58041.0,54457.0,53047.0,56258.0,"tubulin-tyrosine ligase, putative"
2045,Tb927.7.4650,213250.0,250620.0,226760.0,208980.0,212450.0,214770.0,J Biosynthesis Protein 2
2046,Tb927.10.13670,386200.0,442710.0,402860.0,405020.0,399520.0,417320.0,serine/threonine protein phosphatase 5
2047,Tb927.11.7290,707470.0,797160.0,733930.0,814410.0,802550.0,809810.0,"pantothenate kinase subunit, putative"
2048,Tb927.11.12610,216630.0,238580.0,217210.0,237370.0,230750.0,229830.0,cyclin 1
2049,Tb927.4.4930,24338.0,27473.0,26794.0,31297.0,35228.0,30269.0,"symplekin, putative"
2050,Tb927.11.260,1610500.0,1871000.0,1645300.0,1763700.0,1767500.0,1744500.0,Putative intraflagellar transport protein F6
2051,Tb927.11.16330,114410.0,135440.0,123840.0,132250.0,138980.0,136790.0,"hypothetical protein, conserved"
2052,Tb927.11.16840,14633.0,17400.0,14681.0,15938.0,14938.0,13309.0,"hypothetical protein, conserved"
2053,Tb927.10.14880,153970.0,177720.0,174910.0,172390.0,166200.0,176160.0,centrosomal protein of 104 kDa
2054,Tb927.2.2370,363450.0,426360.0,388200.0,424980.0,412720.0,426890.0,"Vps51/Vps67, putative"
2055,Tb927.7.5940,31853.0,34145.0,30312.0,32782.0,34575.0,32202.0,Protein Associated with Differentiation
2056,Tb927.5.4270,472270.0,554330.0,505460.0,536360.0,526580.0,531990.0,"ATP-dependent DEAD/H RNA helicase, putative"
2057,Tb11.v5.0366,2045900.0,2284700.0,2016300.0,2082500.0,2044200.0,2004800.0,"hypothetical protein, conserved"
2058,Tb927.5.3620,125280.0,143860.0,133010.0,128950.0,125940.0,127570.0,"kinetoplastid-specific dual specificity phosphatase, putative"
2059,Tb927.11.13860,143760.0,161240.0,150880.0,171030.0,177630.0,163310.0,"hypothetical protein, conserved"
2060,Tb927.10.15020,87649.0,91105.0,84520.0,66391.0,62517.0,68112.0,"CMGC/DYRK protein kinase, putative"
2061,Tb927.10.8790,76465.0,86311.0,82034.0,87650.0,82200.0,83142.0,"OTU-like cysteine protease, putative"
2062,Tb927.6.3290,296910.0,349850.0,307150.0,406900.0,381740.0,402950.0,intraflagellar transport protein 20
2063,Tb927.6.3450,178580.0,205230.0,187440.0,189520.0,183050.0,191860.0,"hypothetical protein, conserved"
2064,Tb927.9.4200,291390.0,323070.0,295580.0,409510.0,404190.0,405980.0,fatty acyl CoA synthetase 2
2065,Tb927.11.13230,369440.0,422240.0,392880.0,499480.0,491940.0,489640.0,"VAMP-associated protein, putative"
2066,Tb927.11.3950,5576.7,6014.7,4923.0,6551.3,6009.9,7387.8,"hypothetical protein, conserved"
2067,Tb927.7.4230,37172.0,41338.0,41735.0,68309.0,64978.0,68394.0,Enriched in surface-labeled proteome protein 12
2068,Tb927.9.5680,108980.0,122840.0,114230.0,113400.0,112900.0,110400.0,"inositol/phosphatidylinositol phosphatase, putative"
2069,Tb927.10.8580,90540.0,102710.0,99044.0,108920.0,115900.0,114340.0,"ADP-ribosylation factor-like protein 3b, putative"
2070,Tb927.10.7690,1115500.0,1270800.0,1177300.0,1316300.0,1292700.0,1278900.0,Component of motile flagella 4
2071,Tb927.11.15350,97822.0,111160.0,107110.0,157550.0,157340.0,159560.0,"RNA-binding protein, putative"
2072,Tb927.5.2640,79211.0,92858.0,92362.0,117690.0,121370.0,116550.0,nicotinamide/nicotinic acid mononucleotide adenylyltransferase
2073,Tb927.7.2410,252960.0,291150.0,266180.0,299730.0,289100.0,301370.0,"Dynamin family, putative"
2074,Tb927.7.5920,232090.0,255490.0,234590.0,186410.0,186770.0,180800.0,"mercaptopyruvate sulfurtransferase, putative"
2075,Tb927.9.15060,185200.0,214090.0,195500.0,265850.0,263510.0,256520.0,"rRNA processing protein, putative"
2076,Tb427.BES40.7,671220.0,731560.0,687250.0,1000200.0,994070.0,984280.0,none
2077,Tb927.8.2360,59430.0,71023.0,64899.0,63127.0,62016.0,62634.0,mediator of rna polymerase ii transcription subunit 4
2078,Tb927.3.1310,117090.0,130010.0,119340.0,157190.0,159960.0,154250.0,"hypothetical protein, conserved"
2079,Tb927.11.10860,193260.0,217770.0,202750.0,245750.0,244830.0,256600.0,20S-pre-rRNA D-site endonuclease NOB1
2080,Tb927.11.14020,939800.0,1093100.0,977730.0,1125300.0,1102800.0,1097100.0,nuclear RNA binding domain 2
2081,Tb927.10.1540,195120.0,225870.0,203230.0,249570.0,243010.0,234880.0,"zinc finger protein family member, putative"
2082,Tb927.11.10580,221220.0,246810.0,230350.0,235980.0,243270.0,234460.0,"COG (conserved oligomeric Golgi) complex component, COG2/Domain of unknown function (DUF3510), putative"
2083,Tb927.11.2470,729620.0,832350.0,765390.0,1003300.0,977330.0,990980.0,"metallo-peptidase, Clan MF, Family M17"
2084,Tb927.6.1580,284580.0,312210.0,306560.0,329440.0,312240.0,320780.0,"polynucleotide kinase 3-phosphatase, putative"
2085,Tb927.2.2190,269920.0,307840.0,283760.0,361140.0,355240.0,352950.0,histone deacetylase 3
2086,Tb927.11.3310,562670.0,607140.0,568120.0,532120.0,525570.0,510230.0,"ubiquitin-conjugating enzyme, putative"
2087,Tb927.10.6500,13629.0,12633.0,13953.0,11928.0,11426.0,11495.0,"amino acid transporter, putative"
2088,Tb927.3.1240,354520.0,426340.0,358590.0,419490.0,556720.0,450900.0,"Serine/threonine-protein phosphatase 2A, putative"
2089,Tb927.10.14870,354940.0,396460.0,375140.0,458170.0,463470.0,424380.0,"hypothetical protein, conserved"
2090,Tb927.11.6200,879650.0,1057100.0,895660.0,1032500.0,972490.0,1013700.0,"60S ribosomal protein L28, putative"
2091,Tb927.7.3040,393230.0,443800.0,420020.0,464040.0,455410.0,449220.0,F-box and WD40 domain containing protein
2092,Tb927.10.8860,54062.0,62128.0,55005.0,53546.0,54371.0,54615.0,"hypothetical protein, conserved"
2093,Tb927.4.3360,251590.0,292990.0,267500.0,276680.0,275410.0,278680.0,"hypothetical protein, conserved"
2094,Tb927.10.7450,89807.0,99517.0,90046.0,123900.0,122250.0,117730.0,Ribosomal RNA processing protein 41A
2095,Tb927.2.1820,65503.0,76678.0,70545.0,69315.0,71392.0,72012.0,"CAMK/CAMKL family protein kinase, putative"
2096,Tb927.11.11210,380320.0,421120.0,390340.0,487010.0,477210.0,478000.0,"paraflagellar rod component, putative"
2097,Tb927.5.3320,45789.0,49395.0,49807.0,49691.0,53276.0,53689.0,"Pseudokinase, putative"
